Course Name,Provider,Skills Gained,Rating & Reviews,Level & Duration,Course Image,Provider Image,Course Link
Practice Exam for Tableau Certified Data Analyst,SkillUp EdTech,"Tableau Software, Data Storytelling, Data Visualization Software",4.7 stars,1 - 4 Weeks,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/4e/fe049f28ad43a4b302c6c61608f4c3/Practice-Exam-for-Tableau-Logo-2.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/57/2f1c35bd4a4a6d94bde7d622267b9c/Partner-landing-page-Logo-2.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/learn/practice-exam-for-tableau-certified-data-analyst
Analyze Data to Answer Questions,Google,"Data Validation, Spreadsheet Software, Data Analysis",4.6 stars,1 - 4 Weeks,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/94/fc7cea2c9f47aab0b8161a0775e972/Analyze-Data-to-Answer-Questions.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop&crop=faces,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/learn/analyze-data
A Crash Course in Data Science,Johns Hopkins University,"Data Science, Data Analysis, Business Analytics",4.5 stars,1 - 4 Weeks,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f0/399ec045ea11e5ba8e4bc295fed462/9990024683_955f8f043b_h.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/93/57fd6a96044c4bad3139afd3e87fd6/jhu-shield.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/learn/data-science-course
Foundations of Data Science,Google,"Data Storytelling, Data Ethics, Data Analysis",4.7 stars,1 - 3 Months,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/70/f904e2a34f44e68fbd22b57349ce05/Foundations-of-Data-Science.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=320&h=180&q=50&fit=crop&crop=faces,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/learn/foundations-of-data-science
Introduction to Data Engineering,IBM,"Data Store, Extract, Transform, Load, Data Architecture",4.7 stars,1 - 4 Weeks,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/36/33018f3d3745b79f8ede101591c518/Introduction-to-Data-Engineering-Image.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/learn/introduction-to-data-engineering
Data Analysis with Spreadsheets and SQL,Meta,"Data Visualization Software, Spreadsheet Software, Correlation Analysis",4.6 stars,1 - 3 Months,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/76/bd563a41474d8e91932a98f56de86c/Logo_5.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/73/e03b13a8e44df9b19eb279e5506396/360-x-360.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/learn/data-analysis-with-spreadsheets-and-sql
Data Structures and Algorithms,University of California San Diego,"Data Structures, Graph Theory, Algorithms",4.6 stars,3 - 6 Months,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2a/34a150d9ad11e5bd22cb7d7d7686df/logo3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/4b/a551cb6e1307836a21059a79e7ae70/UCSanDiego-Coursera-square.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/specializations/data-structures-algorithms
Data Modeling in Power BI,Microsoft,"Data Analysis Expressions (DAX), Data Modeling, Star Schema",4.2 stars,1 - 4 Weeks,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/04/af996642ff4bb5a37c165fb4a6ccc1/Course-4.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/cc/61dbdf2c1c475d82d3b8bf8eee1bda/MSFT-stacked-logo_FINAL.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/learn/data-modeling-in-power-bi
Business Analytics,Campus BBVA,"Data Storytelling, Data Presentation, Dashboard",4.9 stars,1 - 3 Months,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/25/c7bf385fff4ffea272d67e9f23a8e1/Imagen_Portada-1200x1200.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/b1/c2372bb1724ddc9e3bab9d658c8a10/Logo_Campus_Negativo.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/learn/business-analytics-enus-bbva
Data Science: Foundations using R,Johns Hopkins University,"Rmarkdown, Exploratory Data Analysis, Version Control",4.6 stars,3 - 6 Months,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b6/e4931fd75a409c9a6dfae9ad95f903/Data-Science-Fundementals-in-Research.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/93/57fd6a96044c4bad3139afd3e87fd6/jhu-shield.png?auto=format%2Ccompress&dpr=3&w=24&h=24,https://www.coursera.org/specializations/data-science-foundations-r
